,id,full_name,surname,name,paternal,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year,off,income_vs_salary,income_vs_family,land_vs_family,flat_vs_family,house_vs_family,cars_vs_family,link,,,name1,,
9023,6439,Корсак Віталій Антонович,Корсак,Віталій,Антонович,Суддя Вищого господарьского суду Украіни,Вищий господарський суд,Загальнодержавний регіон,2013,"1,290,888.00",479823,254647,0,0,0,0,0,35,0,13764,0,615744,0,10923,0,41,133.2,258.5,258.5,0,0,0,2,0,0,;;,"Mercedes-Benz,S500;Lexus,RX350;",;;,2004;2010;,суд,5.069323416,0.3716999461,0,3.248780488,1,1000000,http://declarations.com.ua/declaration/6439,,,Корсак,Віталій,Антонович
11242,chesno_1955,Пономарьов Олександр Сергійович,Пономарьов,Олександр,Сергійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,293,984.00",0,202053,0,0,0,0,0,0,0,35094,0,0,0,0,0,65,0,0,0,0,0,4,0,0,0,Mercedes-Benz S500 5462;Lexus ES 250c 2499;Land Rover Discovery 4394;Ford Mustang 3800,,2007;2010;2007;1994,,парламент,6.404181081,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_1955,,,Пономарьов,Олександр,Сергійович
3089,chesno_2372,Пономарьов Олександр Сергійович,Пономарьов,Олександр,Сергійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,300,960.00",0,171433,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,4,0,0,0,Lexus ES 250 с 2499;Ford Mustang 3800;Mercedes-Benz S500 5462;Land Rover Discovery 4394,,2010;1994;2007;2007,,парламент,7.588737291,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2372,,,Пономарьов,Олександр,Сергійович
5753,chesno_491,Негой Федір Федорович,Негой,Федір,Федорович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,311,214.91",331320,11204.39,0,0,0,0,0,0,0,0,0,0,0,296,0,0,78,144,0,0,0,3,2,11,1,BMW E605231 X5 2497 куб. см;BMW X5 ;Skoda Octavia A5 1595 куб. см,Audi Q5 2.0 TDI Quattro 2000 куб. см;Hyundai Accent 1399 куб. см,2006;2011;2008,2011;2009,парламент,117.0268895,0.2526816904,0,1000000,0,0.6666666667,http://declarations.com.ua/declaration/chesno_491,,,Негой,Федір,Федорович
5568,chesno_763,Кузьмін Ренат Равелійович,Кузьмін,Ренат,Равелійович,Кандидат у президенти,Президент,Загальнодержавний регіон,2013,"1,312,070.00",0,527893,0,0,0,0,0,0,0,0,0,0,0,0,0,166.7,0,0,0,0,0,1,0,0,0,"Mercedes-Benz S 550 5461 см3, 285 кВт, 520 см",,2010,,офіс президента,2.485484748,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_763,,,Кузьмін,Ренат,Равелійович
2814,chesno_990,Клименко Олександр Вікторович,Клименко,Олександр,Вікторович,Міністр доходів і зборів України,Кабінет міністрів,Загальнодержавний регіон,2012,"1,314,575.00",0,165031,0,13285,0,0,0,850866,0,0,0,49,0,0,0,131.2,0,0,0,0,0,0,0,0,0,,,,,кабмін,7.96562464,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_990,,,Клименко,Олександр,Вікторович
4410,vulyk_22_132,Пацкан Мирослав Васильович,Пацкан,Мирослав,Васильович,прокурор міста ірпеня київської області,Прокуратура,Київська область,2014,"1,316,355.00",0,122455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;,;;,;,;;,прокуратура,10.74970397,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_22_132,,,Пацкан,Мирослав,Васильович
6630,vulyk_9_14,Карамушка Лариса Іллівна,Карамушка,Лариса,Іллівна,директор департаменту фінансів київської обласної державної адмінстрації,Обласна державна адміністрація,Київська область,2014,"1,322,147.00",108000,127045,0,0,0,0,0,0,0,0,0,1131942,0,0,0,0,0,0,0,0,1200,1,0,0,0,Mitsubishi Pajero;;;;,;;;,2008;;;;,;;;,адміністрація,10.40691881,0.08168531941,1000000,0,0,0,http://declarations.com.ua/declaration/vulyk_9_14,,,Карамушка,Лариса,Іллівна
8372,chesno_80,Головко Валерій Анатолійович,Головко,Валерій,Анатолійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,324,395.00",3506024,289148,36828,0,0,0,0,175224,0,0,0,0,0,799300,2.00E+05,0,15.67,0,0,0,0,3,3,0,0,"BMW 750I 4395 куб. см., 300 кВт, 507,2 см;ВАЗ 21440 1596 куб. см, 59.5 кВт, 412,2 см;Toyota Sequoia 5663 куб. см, 310 кВт, 520,9 см","BMW X6 2979 куб. см, 225 кВт, 487,7 см;ВАЗ 11140 1596 куб. см, 59,5 кВт, 412,2 см;Volkswagen T5 2461 куб. см, 96,35 кВт, 489 см",2008;2011;2010,2009;2011;2007,парламент,4.580336022,2.6472646,0,1000000,0,1,http://declarations.com.ua/declaration/chesno_80,,,Головко,Валерій,Анатолійович
7057,vulyk_4_3_95,Кузьменко Сергій Анатолійович,Кузьменко,Сергій,Анатолійович,голова кіровоградської обласної державної адмінстрації,Обласна державна адміністрація,Кіровоградська область,2014,"1,332,408.00",43438,167236,41764,0,0,0,0,1160320,0,0,0,0,0,0,0,127.6,68.3,467.4,0,52480,20000,0,0,0,0,;;;;,;;,;;;;,;;,адміністрація,7.967231936,0.03260112518,0.381097561,0.5352664577,0,0,http://declarations.com.ua/declaration/vulyk_4_3_95,,,Кузьменко,Сергій,Анатолійович
5875,chesno_1206,Дубінін Олександр Іванович,Дубінін,Олександр,Іванович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,341,317.05",78000,1341317.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,1,1,0,0,Lexus LX 570 5700 см3,Lexus LX 570 5700 см3,2013,2013,парламент,1,0.05815179938,0,0,1000000,1,http://declarations.com.ua/declaration/chesno_1206,,,Дубінін,Олександр,Іванович
11154,chesno_199,Волков Олександр Анатолійович,Волков,Олександр,Анатолійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,342,284.00",121008,196483,0,0,0,0,0,1110218,121008,35583,0,0,0,1331085,5176604,122.3,120,450,0,0,0,2,2,0,0,BMW X5 265 кВт;Mitsubishi Montero 105 кВт,BMW 750 245 кВт;BMW X5 265 кВт,2009;1989,2009;2005,парламент,6.831552857,0.09015081756,0,0.9811937858,0,1,http://declarations.com.ua/declaration/chesno_199,,,Волков,Олександр,Анатолійович
351,chesno_1935,Волков Олександр Анатолійович,Волков,Олександр,Анатолійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,343,919.00",0,190506,0,0,0,0,0,1064507,0,34850,0,0,0,3098502,6758165,122.3,120,450,0,0,0,2,2,0,0,Mitsubishi Montero ;BMW XS V-5.0,BMW 750 V-5.0;BMW X5 V-5.0,1989;2009,2009;2005,парламент,7.054470725,0,0,0.9811937858,0,1,http://declarations.com.ua/declaration/chesno_1935,,,Волков,Олександр,Анатолійович
8436,chesno_232,Гелевей Олег Іванович,Гелевей,Олег,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,360,156.00",0,23031,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,27,0,0,0,2,0,0,0,"Volkswagen Touareg 30 4898 куб. см, 180 кВт;KIA Ceed 2.0 4470 куб. см, 105 кВт",,2012;2008,,парламент,59.05761799,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_232,,,Гелевей,Олег,Іванович
685,chesno_2427,Чорновол Тетяна Миколаївна,Чорновол,Тетяна,Миколаївна,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,362,154.00",26320,121124,19764,0,0,0,0,0,0,625703,0,262657,0,0,0,0,43,0,158,0,0,2,0,0,0,"Chevrolet Aveo 1498 куб.см, 86 к.с.;Mitsubishi Lancer 1590 куб.см, 86 к.с.",,2005;2014,,парламент,11.2459463,0.019322338,0,1000000,1000000,0,http://declarations.com.ua/declaration/chesno_2427,,,Чорновол,Тетяна,Миколаївна
5784,chesno_88,Кондратюк Олена Костянтинівна,Кондратюк,Олена,Костянтинівна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,362,448.00",2832985,221497,1207800,0,0,0,0,1130000,0,35095,0,0,0,0,0,41.4,41.4,0,0,0,0,0,2,0,0,,"BMW X3 легковий універсал В, 2494 см. куб., 141 кВт, 465 см;BMW X3 легковий універсал В, 2979 см. куб., 225 кВт, 465 см",,2006;2010,парламент,6.151090082,2.079334404,0,1,0,1000000,http://declarations.com.ua/declaration/chesno_88,,,Кондратюк,Олена,Костянтинівна
5913,chesno_19,Яценюк Арсеній Петрович,Яценюк,Арсеній,Петрович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,369,464.00",1030412,257097,0,0,0,0,0,903267,67892,0,0,0,0,1030710,0,342,0,298,0,0,0,1,1,0,0,"Land Rover Range Rover 4197 куб. см, 291 кВт, 496 см","Land Rover Range Rover 5000 куб. см, 375 кВт, 478,3 см",2006,2012,парламент,5.326643251,0.7524199249,0,0,0,1,http://declarations.com.ua/declaration/chesno_19,,,Яценюк,Арсеній,Петрович
8555,chesno_554,Лабунська Анжеліка Вікторівна,Лабунська,Анжеліка,Вікторівна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,371,222.24",328306.84,241524.48,24694.84,0,0,0,0,0,0,35094.76,0,0,0,7989000,15042075,0,24.9,0,109070,0,0,0,2,0,0,,Mercedes-Benz G55 5439 см3;Mercedes-Benz S450 4663 см3,,2006;2006,парламент,5.677363388,0.2394264259,0,1000000,1000000,1000000,http://declarations.com.ua/declaration/chesno_554,,,Лабунська,Анжеліка,Вікторівна
5800,chesno_528,Дейч Борис Давидович,Дейч,Борис,Давидович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,371,977.00",411139,207029,0,0,0,0,0,117572,82760,35095,0,0,315843,644310,0,228.6,0,480.1,0,0,0,1,0,0,0,"Honda CR-V 2000 см3, 110.4 кВт",,2001,,парламент,6.626979795,0.2996690178,0,0,0,0,http://declarations.com.ua/declaration/chesno_528,,,Дейч,Борис,Давидович
11802,7243,Євграфова Єлизавета Павлівна,Євграфова,Єлизавета,Павлівна,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,"1,375,221.00",48045,206869,30120,0,0,0,0,3127,0,0,0,0,0,0,2250,0,65,0,0,0,0,1,1,0,0,"Toyota,Land Cruiser Prado;;","BMW,735;;",2012;;,1984;;,суд,6.647786764,0.03493620298,0,1000000,0,1,http://declarations.com.ua/declaration/7243,,,Євграфова,Єлизавета,Павлівна
5886,chesno_2201,Солод Юрій Васильович,Солод,Юрій,Васильович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,375,354.00",191310,22950,191218,0,0,8.00E+05,0,67604,92,0,0,0,0,2158,0,264.1,0,0,0,0,0,1,0,0,0,"Mercedes-Benz S350 3498 куб.см, 200 кВт",,2006,,парламент,59.92827887,0.1390987339,0,0,0,0,http://declarations.com.ua/declaration/chesno_2201,,,Солод,Юрій,Васильович
5643,chesno_571,Кутовий Тарас Вікторович,Кутовий,Тарас,Вікторович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,380,091.00",0,1235269,0,0,0,0,0,62122,0,0,0,0,0,0,0,0,103.2,0,0,0,0,0,0,0,0,,,,,парламент,1.117239241,0,0,1000000,0,0,http://declarations.com.ua/declaration/chesno_571,,,Кутовий,Тарас,Вікторович
1992,vulyk_27_154,Остапук Віктор Іванович,Остапук,Віктор,Іванович,"суддя, заступник голови апеляційного суду рівненської області",Загальний апеляційний суд,Рівненська область,2014,"1,385,845.00",177374,250161,0,0,0,0,0,88601,0,0,0,0,0,0,0,0,0,355.6,0,3166,0,0,1,0,0,;;,Nissan Note;;,;;,2012;;,суд,5.539812361,0.1279897824,0,0,0,1000000,http://declarations.com.ua/declaration/vulyk_27_154,,,Остапук,Віктор,Іванович
2997,chesno_628,Котеляк Лідія Леонідівна,Котеляк,Лідія,Леонідівна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,401,272.00",105670,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4,0,0,0,0,2,0,0,,"Volkswagen Tiguan 1986 куб. см, 118 кВт, 476,5 см;Volkswagen Tiguan 1986 куб. см, 140 кВт, 476,5 см",,2012;2012,парламент,93.41813333,0.07541005601,0,0,0,1000000,http://declarations.com.ua/declaration/chesno_628,,,Котеляк,Лідія,Леонідівна
5854,chesno_2238,Дубінін Олександр Іванович,Дубінін,Олександр,Іванович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,412,569.00",78000,1412569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,303,0,0,1,0,0,0,Lexus  5700,,2013,,парламент,1,0.05521854154,0,0,0.7632241814,0,http://declarations.com.ua/declaration/chesno_2238,,,Дубінін,Олександр,Іванович
12024,vulyk_8_76,Панова Ірина Юріївна,Панова,Ірина,Юріївна,суддя,Вищий господарський суд,Загальнодержавний регіон,2014,"1,412,620.00",0,278620,0,0,0,0,0,0,0,0,0,985000,0,0,0,66.5,0,0,0,870,0,2,0,0,0,BMW 320;Toyota Rav 4;,;;,2012;2014;,;;,суд,5.070059579,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_8_76,,,Панова,Ірина,Юріївна
2628,vulyk_1_399,Малярчук Ірина Анатоліївна,Малярчук,Ірина,Анатоліївна,суддя господарського суду Одеської області,Господарський місцевий суд,Одеська область,2013,"1,413,400.26",0,185852.53,0,0,0,0,0,52835,0,0,0,829365.5,0,0,0,234.35,0,0,0,10767,0,0,0,0,0,;;;;;,;;;;;,;;;;;,;;;;;,суд,7.604955714,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_1_399,,,Малярчук,Ірина,Анатоліївна
9390,vulyk_9_83,Сарнацький Євген Володимирович,Сарнацький,Євген,Володимирович,заступник керівника державного управління справами,Державне управління справами,Загальнодержавний регіон,2014,"1,420,114.00",47900,97434,39245,0,0,0,0,59680,0,0,0,0,0,0,0,85.8,79.9,0,0,0,0,2,1,0,0,Chevrolet Epica;Toyota Sequoia;;;,Hyundai Santa FE;;;,2009;2008;;;,2008;;;,офіс президента,14.57513804,0.03372968649,0,0.9312354312,0,0.5,http://declarations.com.ua/declaration/vulyk_9_83,,,Сарнацький,Євген,Володимирович
7785,vulyk_38_70,Могілевський Всеволод Сергійович,Могілевський,Всеволод,Сергійович,прокурор прокуратури району,Прокуратура,,2014,"1,428,337.52",0,10337.52,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3,0,0,0,0,0,0,0,0,0,;,;,;,;,прокуратура,138.1702304,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_38_70,,,Могілевський,Всеволод,Сергійович
10738,vulyk_46_10,Рашкован Владислав Леонідович,Рашкован,Владислав,Леонідович,в. о. заступника голови національного банку україни,Національний банк,Загальнодержавний регіон,2014,"1,440,414.22",214391.84,1337348.66,214391.84,0,0,0,0,1003.75,0,63626.2,0,0,0,4370,0,208.5,212.5,0,0,0,0,0,0,0,0,;;;;;,;;,;;;;;,;;,Нацбанк,1.077067083,0.1488404079,0,1.019184652,0,0,http://declarations.com.ua/declaration/vulyk_46_10,,,Рашкован,Владислав,Леонідович
572,chesno_330,Пинзеник Віктор Михайлович,Пинзеник,Віктор,Михайлович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,454,448.88",372277.11,867255.1,0,29599.77,0,0,0,442394.01,372277.11,0,0,0,0,3056115.66,0,220.5,183.1,97.9,674.4,0,0,1,1,0,0,Acura MDX 3664 см3,Honda CRV 2400 см3,2007,2008,парламент,1.677071579,0.2559575074,0,0.8303854875,6.8886619,1,http://declarations.com.ua/declaration/chesno_330,,,Пинзеник,Віктор,Михайлович
6950,vulyk_4_2_24,Циганенко Борис Володимирович,Циганенко,Борис,Володимирович,"член національної комісії, що здійснює державне регулювання у сфері енергетики та комунальних послуг","Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг",Загальнодержавний регіон,2014,"1,465,000.00",24000,550000,24000,0,0,0,0,0,0,0,0,0,0,0,0,124.2,134.5,0,0,0,0,1,1,0,0,Toyota Land Cruiser;;;;,Toyota Land Cruiser Prado;;;;,2012;;;;,2013;;;;,держкомісія,2.663636364,0.01638225256,0,1.082930757,0,1,http://declarations.com.ua/declaration/vulyk_4_2_24,,,Циганенко,Борис,Володимирович
11442,chesno_2518,Березюк Олег Романович,Березюк,Олег,Романович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,469,409.40",82500,84594.74,28500,10488.96,0,0,0,0,0,17503.85,0,0,0,0,0,0,136,0,186.1,0,0,0,0,0,0,,,,,парламент,17.36998542,0.05614500629,0,1000000,1000000,0,http://declarations.com.ua/declaration/chesno_2518,,,Березюк,Олег,Романович
477,chesno_2428,Козак Тарас Романович,Козак,Тарас,Романович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,478,454.95",0,1279643.21,0,0,0,0,0,198811.74,0,0,0,0,0,0,0,0,0,330.4,0,0,0,0,0,0,0,,,,,парламент,1.155364979,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2428,,,Козак,Тарас,Романович
11402,chesno_2634,Кіт Андрій Богданович,Кіт,Андрій,Богданович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,483,663.92",12000,251810.05,12000,0,0,0,0,0,0,0,0,0,0,0,0,72.2,0,0,0,0,0,0,0,0,0,,,,,парламент,5.891996447,0.00808808507,0,0,0,0,http://declarations.com.ua/declaration/chesno_2634,,,Кіт,Андрій,Богданович
6907,vulyk_17_186,Заверуха Олег Богданович,Заверуха,Олег,Богданович,заступник голови львівського апеляційного адміністративного суду,Апеляційний адміністративний суд,Львівська область,2014,"1,483,682.00",49000,251265,16488,0,0,0,0,0,32512,13398,0,1219000,0,160000,0,164.1,119.3,0,0,600,600,1,2,0,0,Isuzu Trooper;;;,ГАЗ 69;УАЗ 469А;;;,1984;;;,1960;1976;;;,суд,5.904849462,0.03302594491,1,0.7269957343,0,2,http://declarations.com.ua/declaration/vulyk_17_186,,,Заверуха,Олег,Богданович
2998,chesno_1981,Круглов Микола Петрович,Круглов,Микола,Петрович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,496,644.00",95517,166707,0,0,0,0,0,1134578,48528,0,0,0,0,716909,0,92.5,0,0,0,0,0,0,1,0,0,,"Audi A5 3.2 куб.см, 195 кВт, 4625 см",,2008,парламент,8.977691399,0.06382078838,0,0,0,1000000,http://declarations.com.ua/declaration/chesno_1981,,,Круглов,Микола,Петрович
5548,chesno_992,Колобов Юрій Володимирович,Колобов,Юрій,Володимирович,Міністр фінансів України,Кабінет міністрів,Загальнодержавний регіон,2011,"1,511,080.00",365886,1249768,0,0,0,0,0,54298,0,78223,0,6821,0,0,0,0,0,512.4,0,0,0,0,3,0,0,,Porsche  Cayenne S 4806 см3;Mazda  CX-7 2261 см3;Toyota  Highlander 3456 см3,,2010;2009;2011,кабмін,1.209088407,0.2421354263,0,0,0,1000000,http://declarations.com.ua/declaration/chesno_992,,,Колобов,Юрій,Володимирович
5571,chesno_1505,Гройсман Володимир Борисович,Гройсман,Володимир,Борисович,"віце-прем’єр-міністр, міністр регіонального розвитку, будівництва та житлово-комунального господарства",Кабінет міністрів,Загальнодержавний регіон,2013,"1,533,800.00",842838,147874,0,0,0,0,0,11402,0,0,16853,1524,0,9670,0,0,0,995,0,0,0,1,1,0,0,"Land Rover Range Rover 4367 см3, 230 кВт","Volkswagen Touareg 4134 см3, 175 кВт",2013,2011,кабмін,10.37234402,0.5495097144,0,0,0,1,http://declarations.com.ua/declaration/chesno_1505,,,Гройсман,Володимир,Борисович
534,chesno_949,Пишний Андрій Григорович,Пишний,Андрій,Григорович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,541,181.00",31683,204363,0,0,0,0,0,1236,22797,35582,0,0,0,363,0,164.1,227.7,0,0,0,0,0,2,0,0,,"Mazda 5 1998 куб.см, 107 кВт, 458,5 см;Mercedes-Benz S500 5461 куб.см, 281 кВт, 524,5 см",,2006;2008,парламент,7.541389586,0.02055761134,0,1.387568556,0,1000000,http://declarations.com.ua/declaration/chesno_949,,,Пишний,Андрій,Григорович
5746,chesno_331,Пинзеник Віктор Михайлович,Пинзеник,Віктор,Михайлович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,543,618.45",556316.91,936236.64,0,33556.49,0,0,0,420225.32,556316.91,0,0,0,0,4017311.02,0,220.5,183.1,0,674.4,0,0,1,1,0,0,Honda Acura MDX 3664 куб. см,Honda CR-V 2400 куб. см,2007,2008,парламент,1.648748173,0.3603979403,0,0.8303854875,1000000,1,http://declarations.com.ua/declaration/chesno_331,,,Пинзеник,Віктор,Михайлович
8369,chesno_446,Андрієвський Дмитро Йосипович,Андрієвський,Дмитро,Йосипович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,553,578.00",0,140702,0,0,0,0,0,0,0,0,0,0,0,0,22011,212.78,0,360,0,0,0,2,0,0,0,Toyota Camry 3500 куб. см;Bentley Continental 5998 куб. см,,2007;2007,,парламент,11.04161988,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_446,,,Андрієвський,Дмитро,Йосипович
8561,chesno_555,Лабунська Анжеліка Вікторівна,Лабунська,Анжеліка,Вікторівна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,553,938.00",1767697,181008,38400,0,0,0,0,1372930,823317,0,0,0,0,5994750,15042075,0,0,0,1090.7,0,0,0,2,0,0,,Mercedes-Benz S450 4663;Mercedes-Benz G55 5439,,2006;2006,парламент,8.584913374,1.137559542,0,0,1000000,1000000,http://declarations.com.ua/declaration/chesno_555,,,Лабунська,Анжеліка,Вікторівна
11305,chesno_2041,Чудновський Віталій Олегович,Чудновський,Віталій,Олегович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,559,999.01",0,206085.8,0,0,0,0,0,1319063.21,0,34850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,парламент,7.569657929,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2041,,,Чудновський,Віталій,Олегович
11086,chesno_2265,Гройсман Володимир Борисович,Гройсман,Володимир,Борисович,"віце-прем’єр-міністр, міністр регіонального розвитку, будівництва та житлово-комунального господарства",Кабінет міністрів,Загальнодержавний регіон,2014,"1,571,471.00",1447835,156731,6633,0,0,0,0,6640,0,0,16089,100,0,47555,0,0,0,995,0,0,0,1,1,0,0,"Land Rover Range Rover 4367 куб.см, 230 кВт, 499,9 см","Volkswagen Touareg 4134 куб.см, 175 кВт, 479,5 см",2013,2011,кабмін,10.02654867,0.9213246697,0,0,0,1,http://declarations.com.ua/declaration/chesno_2265,,,Гройсман,Володимир,Борисович
6646,vulyk_8_56,Костенко Тетяна Федорівна,Костенко,Тетяна,Федорівна,суддя вищого господарського суду україни,Вищий господарський суд,Загальнодержавний регіон,2014,"1,573,028.00",0,289415,0,0,0,0,0,0,0,14616,0,0,0,0,0,79,0,0,0,1613,0,0,0,0,0,;;,;;,;;,;;,суд,5.43519859,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_8_56,,,Костенко,Тетяна,Федорівна
8064,vulyk_46_21,Петренко Павло Дмитрович,Петренко,Павло,Дмитрович,міністр юстиції україни,Міністерство юстиції,Загальнодержавний регіон,2014,"1,586,171.00",0,139112,0,0,0,0,0,35715,0,0,0,0,0,0,1.00E+05,144.3,0,748.5,0,35760,0,3,0,0,0,Volkswagen Golf;Land Rover Range Rover;Toyota Camry;;;,;;,2007;2006;2013;;;,;;,юстиція,11.40211484,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_46_21,,,Петренко,Павло,Дмитрович
387,chesno_309,Рябікін Павло Борисович,Рябікін,Павло,Борисович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,594,290.00",4817620,75149,0,0,0,0,0,75000,185400,0,0,0,0,11212,400,678.7,50.7,0,246.2,0,0,3,2,0,0,Mercedes-Benz CL550 5461 куб. см;Land Rover Range Rover 4999 куб. см;Lexus LX 470 4700 куб. см,Lexus RX 330 3310 куб. см;ВАЗ 21043 1451 куб. см,2008;2010;2005,2005;2006,парламент,21.21505276,3.021796536,0,0.07470163548,1000000,0.6666666667,http://declarations.com.ua/declaration/chesno_309,,,Рябікін,Павло,Борисович
5921,chesno_1907,Шкіря Ігор Миколайович,Шкіря,Ігор,Миколайович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,620,729.00",504235,227559,46261,0,0,0,0,393170,346799,0,0,0,0,2020642,0,156,253,0,0,0,0,0,1,0,0,,"Mercedes-Benz  1998 куб.см, 135 кВТ, 487 см",,2004,парламент,7.122236431,0.3111161706,0,1.621794872,0,1000000,http://declarations.com.ua/declaration/chesno_1907,,,Шкіря,Ігор,Миколайович
5885,chesno_2251,Скрипник Олексій Олексійович,Скрипник,Олексій,Олексійович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,622,716.76",26202.66,1319535.9,26202.66,7680.86,0,0,0,0,0,0,0,0,0,0,0,0,0,866.3,0,0,0,2,0,0,0,"Mitsubishi Outlander 2993 куб.см, 167 кВт;BMW 530d 2993 куб.см",,2007;2010,,парламент,1.229763252,0.01614740209,0,0,0,0,http://declarations.com.ua/declaration/chesno_2251,,,Скрипник,Олексій,Олексійович
2859,chesno_72,Петренко Павло Дмитрович,Петренко,Павло,Дмитрович,міністр юстиції,Кабінет міністрів,Загальнодержавний регіон,2012,"1,626,794.18",0,89968.03,0,0,0,0,0,87425.15,0,0,0,0,0,0,0,82,0,0,0,0,0,2,0,0,0,"Toyota Sequoia 5.7 5663 куб. см, 280.2 кВт, 521 см;Volkswagen 60H 1.6 1598 куб. см, 77.2кВт, 420 см",,2008;2007,,кабмін,18.08191399,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_72,,,Петренко,Павло,Дмитрович
8612,chesno_1142,Кіт Андрій Богданович,Кіт,Андрій,Богданович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,626,858.60",0,115042.6,0,0,0,0,0,1268816.6,0,0,0,0,0,0,0,72.2,0,0,0,0,0,0,0,0,0,,,,,парламент,14.14135807,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_1142,,,Кіт,Андрій,Богданович
9712,vulyk_4_1_33,Дерев'янко Олег Валерійович,Дерев'янко,Олег,Валерійович,фізична особа-підприємець дерев'янко олег валерійович,,,2014,"1,628,168.00",659782,0,14000,0,0,0,0,0,0,0,0,0,0,30000,0,77.4,49.7,83,0,5200,0,2,0,0,0,Volvo XC90;Great Wall,;;;;,2003;2006,;;;;,інше,0,0.4052296815,0,0.642118863,0,0,http://declarations.com.ua/declaration/vulyk_4_1_33,,,Дерев'янко,Олег,Валерійович
