,id,full_name,surname,name,paternal,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year,off,income_vs_salary,income_vs_family,land_vs_family,flat_vs_family,house_vs_family,cars_vs_family,link,,,name1,,
2851,chesno_539,Зубик Володимир Володимирович,Зубик,Володимир,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"2,014,375.70",82508.21,141488.79,0,0,0,0,0,197913.91,82508.21,0,0,0,0,1174431.48,0,116.95,1901.75,859.5,85.5,0,0,5,1,0,0,"BMW 750Li 4395 куб. см, 5054 см;Porsche Cayenne 4806 куб. см, 4795 см;Mercedes-Benz  4973 куб. см, 5158 см;Mercedes-Benz Viano 3200 куб. см;Toyota  2500 куб. см, 5090 cм","Lexus RX 3500 куб. см, 4770 cм",2011;2008;2003;2012;1995,2010,парламент,14.23699856,0.04095969287,0,16.26122274,0.09947643979,0.2,http://declarations.com.ua/declaration/chesno_539,,,Зубик,Володимир,Володимирович
4256,vulyk_4_1_34,Уманський Ігор Іванович,Уманський,Ігор,Іванович,перший заступник міністра фінансів україни,Міністерство фінансів,Загальнодержавний регіон,2014,"2,015,819.00",30638,35819,0,0,0,0,0,0,0,0,0,0,0,0,5,105,105,0,0,6170,1000,1,1,0,0,Lexus LX 470;,Toyota Corolla;;;;,2006;,2006;;;;,міністерство,56.27792512,0.01519878521,0.1620745543,1,0,1,http://declarations.com.ua/declaration/vulyk_4_1_34,,,Уманський,Ігор,Іванович
11958,vulyk_8_16,Терещенко Юрій Федорович,Терещенко,Юрій,Федорович,голова державної служби експертного контролю україни,Державна служба експортного контролю України,Загальнодержавний регіон,2014,"2,020,641.47",43905.37,197989.46,39937.99,0,0,0,0,1822652.01,0,0,0,0,0,0,0,125,0,0,0,0,0,1,0,0,0,Land Rover Range Rover;;,;;,2013;;,;;,держслужба,10.20580323,0.02172843162,0,0,0,0,http://declarations.com.ua/declaration/vulyk_8_16,,,Терещенко,Юрій,Федорович
2857,chesno_1008,Козак Володимир Васильович,Козак,Володимир,Васильович,Міністр інфраструктури України,Кабінет міністрів,Загальнодержавний регіон,2012,"2,031,899.00",102700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,224,324,0,0,0,2,0,0,,Lexus  RX 450H 1999 см3;Lexus  GX 460,,;,кабмін,0,0.05054385085,0,0,1.446428571,1000000,http://declarations.com.ua/declaration/chesno_1008,,,Козак,Володимир,Васильович
8571,chesno_1311,Козир Борис Юрійович,Козир,Борис,Юрійович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,032,404.00",35656,62916,35656,14196,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,,,,,парламент,32.30345222,0.01754375606,0,1000000,0,0,http://declarations.com.ua/declaration/chesno_1311,,,Козир,Борис,Юрійович
8332,chesno_1015,Арбузов Сергій Геннадійович,Арбузов,Сергій,Геннадійович,Перший віце-прем'єр-Міністр України,Кабінет міністрів,Загальнодержавний регіон,2011,"2,046,361.00",9200000,1700000,0,0,0,0,0,66600,0,103000,0,470,0,110800000,0,0,76.4,179.7,172.5,0,0,2,2,0,0,BMW  Z8 ;Mercedes-Benz S600,Infiniti  EX35 ;Land Rover,2003;2003,2008;2011,кабмін,1.203741765,4.495785445,0,1000000,0.959933222,1,http://declarations.com.ua/declaration/chesno_1015,,,Арбузов,Сергій,Геннадійович
11400,chesno_2436,Пастух Тарас Тимофійович,Пастух,Тарас,Тимофійович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,051,580.54",472983.34,51794.6,6467.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.3,0,0,0,2,0,0,0,Toyota Land Cruiser Prado 1 2982 куб.см;Toyota Camry 2494 см.куб.,,2013;2011,,парламент,39.60993115,0.2305458308,0,0,0,0,http://declarations.com.ua/declaration/chesno_2436,,,Пастух,Тарас,Тимофійович
480,chesno_2310,Мірошник Андрій Миколайович,Мірошник,Андрій,Миколайович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,089,594.03",51462.7,2089594.03,51462.7,0,0,0,0,0,0,0,0,0,0,0,0,142.7,0,170,0,0,0,0,0,0,0,,,,,парламент,1,0.02462808529,0,0,0,0,http://declarations.com.ua/declaration/chesno_2310,,,Мірошник,Андрій,Миколайович
8566,chesno_2022,Миримський Лев Юлійович,Миримський,Лев,Юлійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,141,172.51",12502732.56,227993.44,24627.62,0,0,0,0,450.86,1176942.34,0,0,0,0,0,647487,129.1,71.3,0,223.7,0,0,3,4,0,0,Mercedes-Benz SL550 5461 куб.см;Mercedes-Benz GL550 5468 куб.см;BMW 760Li 5972 куб.см,BMW Х5 2996 куб.см;BMW Х6 2979 куб.см;Porsche  3189 куб.см;Porsche  3605 куб.см,2008;2008;2005,2008;2010;2005;2011,парламент,9.391377708,5.839199084,0,0.5522850503,1000000,1.333333333,http://declarations.com.ua/declaration/chesno_2022,,,Миримський,Лев,Юлійович
11964,vulyk_8_43,Алєєва Інна Вячеславівна,Алєєва,Інна,Вячеславівна,суддя вищого господарського суду україни,,,2014,"2,165,674.00",108349,232048,0,0,0,0,0,0,0,14616,0,1918800,0,0,0,148.1,120.9,0,28.9,0,626,0,3,0,0,;;,Mazda CX-7;Porsche Cayenne;Ford Transit,;;,2009;2013;2012,інше,9.332870785,0.05003015228,1000000,0.8163403106,1000000,1000000,http://declarations.com.ua/declaration/vulyk_8_43,,,Алєєва,Інна,Вячеславівна
8520,chesno_2393,Шевченко Олександр Леонідович,Шевченко,Олександр,Леонідович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,194,924.00",0,163553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,парламент,13.42026132,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2393,,,Шевченко,Олександр,Леонідович
4477,vulyk_25_9,Троян Вадим Анатолійович,Троян,Вадим,Анатолійович,начальник гу умвс україни в київській області,Міністерство внутрішніх справ,Київська область,2014,"2,202,197.34",821375.67,90933.33,21375.67,0,0,0,0,0,0,11264.01,0,0,0,0,0,49.8,0,0,0,0,0,0,0,0,0,;;;,;;;,;;;,;;;,міністерство,24.21771357,0.3729800482,0,0,0,0,http://declarations.com.ua/declaration/vulyk_25_9,,,Троян,Вадим,Анатолійович
11415,chesno_2213,Урбанський Олександр Ігорович,Урбанський,Олександр,Ігорович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,204,471.23",127574.54,41353.23,0,0,0,0,0,0,0,0,0,0,0,0,0,167.6,0,184.1,0,0,0,2,1,0,0,Audi A8 2995;Audi S8 3993,BMW X6 2979,2011;2013,2012,парламент,53.30832029,0.05787081195,0,0,0,0.5,http://declarations.com.ua/declaration/chesno_2213,,,Урбанський,Олександр,Ігорович
8491,chesno_975,Пехов Володимир Анатолійович,Пехов,Володимир,Анатолійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,230,975.00",0,196125,0,0,0,0,0,0,0,34850,0,0,0,0,0,73.15,0,0,0,0,0,0,0,0,0,,,,,парламент,11.37527087,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_975,,,Пехов,Володимир,Анатолійович
3239,chesno_2434,Яніцький Василь Петрович,Яніцький,Василь,Петрович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,240,379.58",3654,227569.58,3654,0,0,0,0,1770,0,0,0,0,0,799300,2427300,301.3,847.4,319.5,0,0,0,1,1,0,0,Toyota Land Cruiser 200 4664 куб.см,Lexus RX 350 3456 куб.см,2008,2007,парламент,9.844811332,0.001630973623,0,2.812479257,0,1,http://declarations.com.ua/declaration/chesno_2434,,,Яніцький,Василь,Петрович
1733,vulyk_21_171,Омельченко Мирослава Миколаївна,Омельченко,Мирослава,Миколаївна,суддя києво-святошинського районного суду київської області,Загальний місцевий суд,Київська область,2014,"2,240,807.46",2920,2228627.46,2920,0,0,0,0,0,0,12180,0,0,0,0,0,170.6,0,108.3,0,1940,0,1,0,0,0,Skoda Octavia;;;,;;;;,2004;;;,;;;;,суд,1.005465247,0.001303101695,0,0,0,0,http://declarations.com.ua/declaration/vulyk_21_171,,,Омельченко,Мирослава,Миколаївна
11208,chesno_783,Лабунська Анжеліка Вікторівна,Лабунська,Анжеліка,Вікторівна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,241,000.00",628561,228809.77,34438.78,0,0,0,0,2412202,594122.2,35094,0,0,0,12161600,15042075,0,0,0,1090.7,0,0,0,1,0,0,,Mercedes-Benz S450 4663 куб. см,,2006,парламент,9.794162199,0.2804823739,0,0,1000000,1000000,http://declarations.com.ua/declaration/chesno_783,,,Лабунська,Анжеліка,Вікторівна
8418,chesno_915,Кальцев Сергій Федорович,Кальцев,Сергій,Федорович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,258,489.00",0,210027,0,0,0,2.00E+06,0,0,0,35582,0,0,0,21897,0,382.82,148.7,0,0,0,0,2,1,0,0,Lexus LX 460L ;Mercedes-Benz S500 L4M,Mercedes-Benz ML250 2.5 л,2007;2010,2013,парламент,10.75332695,0,0,0.3884332062,0,0.5,http://declarations.com.ua/declaration/chesno_915,,,Кальцев,Сергій,Федорович
8785,vulyk_1_321,Демчишин Володимир Васильович,Демчишин,Володимир,Васильович,"Голова Національної комісії, що здійснює державне регулювання у сферах енергетики та комунальних послуг","Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг / Національна комісія, що здійснює державне регулювання у сфері енергетики / Національна комісія, що здійснює державне регулювання у сфері комунальних послуг",Загальнодержавний регіон,2013,"2,260,692.29",12000,800477.88,0,0,0,0,0,0,0,0,0,0,0,10000,4360,0,46.1,389.6,0,0,0,1,2,0,0,"Audi,A6;;","Mitsubishi,Outlander XL;KIA,Picanto;",2011;;,2008;2006;,держкомісія,2.82417834,0.005308108518,0,1000000,0,2,http://declarations.com.ua/declaration/vulyk_1_321,,,Демчишин,Володимир,Васильович
12443,vulyk_4_1_29,Качур Роман Павлович,Качур,Роман,Павлович,заступник міністра фінансів україни,Міністерство фінансів,Загальнодержавний регіон,2014,"2,265,700.00",33623,113216,0,0,0,0,0,1700885,0,0,33623,0,0,0,180000,253,57,0,0,0,0,1,1,0,0,Volkswagen Multivan;,Mazda 6;;;;,2012;,2008;;;;,міністерство,20.01218909,0.0148400053,0,0.2252964427,0,1,http://declarations.com.ua/declaration/vulyk_4_1_29,,,Качур,Роман,Павлович
11434,chesno_1139,Дубневич Богдан Васильович,Дубневич,Богдан,Васильович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,270,325.00",3583210,722506,602845,0,0,0,0,0,0,0,0,1535319,1369610,0,0,1074.3,2432.83,2865.05,441.9,0,0,3,1,0,0,Audi Q7 TDI 3000 см3;ГАЗ 21 (Волга) 2100 см3;ГАЗ 21 (Волга) 2100 см3,ГАЗ 21 (Волга) 2445 см3,2007;1960;1967,1963,парламент,3.142292244,1.578280643,0,2.26457228,0.1542381459,0.3333333333,http://declarations.com.ua/declaration/chesno_1139,,,Дубневич,Богдан,Васильович
404,chesno_2550,Мірошниченко Юрій Романович,Мірошниченко,Юрій,Романович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,290,416.00",1958754,176908,29754,6518,0,0,0,4056,0,0,0,0,0,0,4,276.7,121.7,0,0,0,0,2,1,0,0,"Lexus LX 570 5663 куб. см, 280 кВт;Toyota FJ Cruiser 3956 куб. см, 176 кВт","Mitsubishi L200 2477 куб.см, 100 кВт",2008;2008,2008,парламент,12.94693287,0.8551957374,0,0.4398265269,0,0.5,http://declarations.com.ua/declaration/chesno_2550,,,Мірошниченко,Юрій,Романович
5896,chesno_2126,Єфімов Максим Вікторович,Єфімов,Максим,Вікторович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,291,524.76",352675.39,1859335.73,19315.42,0,0,0,0,0,0,0,0,0,0,0,0,491.7,0,323.2,1050.5,0,0,2,3,0,0,Lexus GХ 470 4700 куб.см;Lexus LS 460 4600 куб.см,Mercedes-Benz бенц S 550 5500 куб.см;Lexus GX 460 4600 куб.см;Mercedes-Benz S 320 3199 куб.см,2005;2007,2008;2010;2005,парламент,1.232442707,0.1539042458,0,0,3.250309406,1.5,http://declarations.com.ua/declaration/chesno_2126,,,Єфімов,Максим,Вікторович
5901,chesno_2088,Бакулін Євген Миколайович,Бакулін,Євген,Миколайович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,318,873.24",0,1280526.61,0,0,0,0,0,1014346.63,0,0,0,0,0,0,0,1841,0,535.9,0,0,0,3,0,0,0,Nissan  ;Porsche  ;ГАЗ 21Л,,2012;2011;1962,,парламент,1.810874699,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2088,,,Бакулін,Євген,Миколайович
381,chesno_338,Балога Павло Іванович,Балога,Павло,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"2,324,832.00",2303837,180948,240000,0,0,0,0,2143884,0,0,0,0,1188919,0,0,208.3,0,0,429.7,0,0,3,1,0,0,Mercedes-Benz S65 AMG 5980 куб. см;Audi A8 3.7 Quattro 3697 куб. см;Audi Allroad 2671 куб. см,Mercedes-Benz S 550 5462 куб. см,2008;2006;2003,2008,парламент,12.84806685,0.9909692399,0,0,1000000,0.3333333333,http://declarations.com.ua/declaration/chesno_338,,,Балога,Павло,Іванович
382,chesno_351,Мартовицький Артур Володимирович,Мартовицький,Артур,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"2,367,727.00",0,2367727,0,0,0,0,0,0,0,0,0,0,0,0,0,182,44,0,220,0,0,0,1,0,0,,"Mercedes-Benz C200 V-1.83, 160 к.с.",,2006,парламент,1,0,0,0.2417582418,1000000,1000000,http://declarations.com.ua/declaration/chesno_351,,,Мартовицький,Артур,Володимирович
2932,chesno_525,Глазунов Сергій Миколайович,Глазунов,Сергій,Миколайович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"2,384,987.00",28763,249221,22437,0,0,0,0,7837,6326,0,0,0,0,0,1486,0,135.09,0,0,0,0,1,1,0,0,BMW X5 2979 см3,Toyota Camry 2362 см3,2011,2004,парламент,9.569767395,0.01206002381,0,1000000,0,1,http://declarations.com.ua/declaration/chesno_525,,,Глазунов,Сергій,Миколайович
5888,chesno_191,Щербань Артем Володимирович,Щербань,Артем,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"2,400,775.00",0,497391,0,0,0,0,0,896214,0,0,0,0,0,0,263185,243.08,0,725.8,0,0,0,4,0,0,0,Aston Martin DB 9600 5935 см3;Mercedes-Benz S350 3500 cм3;Mercedes-Benz SL600 6000 cм3;Mercedes-Benz SL600 6000 cм3,,2008;2005;1994;2001,,парламент,4.826735908,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_191,,,Щербань,Артем,Володимирович
5638,chesno_606,Боярський Юрій Іванович,Боярський,Юрій,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"2,410,726.00",141394,1712457,53674,0,0,0,0,672942,63928,0,0,1595,0,877994,400800,89.1,0,0,89.9,0,0,1,0,0,0,Mazda CX-7 2261куб. с,,2008,,парламент,1.40775856,0.05865204092,0,0,1000000,0,http://declarations.com.ua/declaration/chesno_606,,,Боярський,Юрій,Іванович
12565,vulyk_4_3_88,Зінченко Марина Анатоліївна,Зінченко,Марина,Анатоліївна,"директор департаменту фінансів одеської облдержадміністрації, депутат одеської обласної ради 6 скликання",Обласна державна адміністрація,Одеська область,2014,"2,435,180.00",0,148985,0,7599,0,0,0,0,0,0,0,118,0,0,66,248.5,22.4,0,0,24760,0,1,0,0,0,Honda Legend;;;;,;;,2009;;;;,;;,адміністрація,16.34513542,0,0,0.09014084507,0,0,http://declarations.com.ua/declaration/vulyk_4_3_88,,,Зінченко,Марина,Анатоліївна
8702,chesno_2491,Шурма Ігор Михайлович,Шурма,Ігор,Михайлович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,461,307.00",739968,27307,0,0,0,0,0,132000,275000,0,0,37000,12500,2500000,0,238,97,0,0,0,0,0,1,0,0,,"Toyota Highlander GV-подібна 3456, 201/6200, 4785",,2011,парламент,90.13465412,0.3006402696,0,0.4075630252,0,1000000,http://declarations.com.ua/declaration/chesno_2491,,,Шурма,Ігор,Михайлович
2988,chesno_889,Мошак Сергій Миколайович,Мошак,Сергій,Миколайович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"2,464,235.00",0,214235,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,2,0,0,0,Mercedes-Benz S500 5500;Mercedes-Benz ML  3000,,2009;2011,,парламент,11.50248559,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_889,,,Мошак,Сергій,Миколайович
309,chesno_1898,Аркаллаєв Нуруліслам Гаджиєвич,Аркаллаєв,Нуруліслам,Гаджиєвич,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,464,353.00",8240231,191608,7200000,0,0,0,0,1597895,79153,34850,0,0,0,140978,0,0,103.4,1594.5,0,0,0,2,3,0,0,Mercedes-Benz S500L 4663 куб.см;Mercedes-Benz 3500 5461 куб.см,Volkswagen Caddy Kasten 1968 куб.см;Land Rover Range Rover 2993 куб.см;Mercedes-Benz GL500 4663 куб.см,2013;2007,2013;2013;2013,парламент,12.86143063,3.343770556,0,1000000,0,1.5,http://declarations.com.ua/declaration/chesno_1898,,,Аркаллаєв,Нуруліслам,Гаджиєвич
5247,4285,Слепцов Геннадій Володимирович,Слепцов,Геннадій,Володимирович,"претендую на посаду заступника начальника управління розвитку агропромислового комплексу, завідуючого відділу з питань розвитку сільських територій, водного і лісового господарств, та удосконалення земельних відносин",,,2013,"2,497,543.00",3687088,70900,0,0,0,0,0,161143,0,0,0,0,0,1.00E+06,0,260,319,0,0,35100,0,0,2,0,0,;;;,Lexus LX 570;Porsche Cayenne;;,;;;,2008;2009;;,інше,35.22627645,1.476286094,0,1.226923077,0,1000000,http://declarations.com.ua/declaration/4285,,,Слепцов,Геннадій,Володимирович
392,chesno_308,Рябікін Павло Борисович,Рябікін,Павло,Борисович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"2,513,906.00",373374,69713,0,0,0,0,0,25000,171000,0,0,0,0,5061,400,678.7,191.1,0,242.6,0,0,3,2,0,0,Lexus LX 470 4700 см3;Mercedes-Benz CL550 5461 куб. см.;Land Rover Range Rover 4999 см3,Lexus RX 330 3310 см3;ВАЗ 21043 1451 см3,2005;2008;2010,2005;2006,парламент,36.0607921,0.1485234531,0,0.281567703,1000000,0.6666666667,http://declarations.com.ua/declaration/chesno_308,,,Рябікін,Павло,Борисович
10773,vulyk_47_27,Бондарчук Ігор Володимирович,Бондарчук,Ігор,Володимирович,заступник міністра юстиції україни,Міністерство юстиції,м. Київ,2013,"2,513,945.85",0,13945,0,0,0,0,0,0,0,0,0,0,0,0,0,349.51,0,575,0,14300,0,2,0,0,0,Toyota Land Cruiser Prado;toyota RAV 4;;,;;;,2011;2005;;,;;;,юстиція,180.275787,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_47_27,,,Бондарчук,Ігор,Володимирович
5694,chesno_517,Мошенський Валерій Захарович,Мошенський,Валерій,Захарович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"2,518,915.00",8935835,177335,177335,0,0,0,0,0,0,0,0,8518500,0,302370,992629,0,137,0,1510,0,0,0,1,0,0,,"Toyota Sequoia 5700 см3, 284 кВт, 521 см",,2008,парламент,14.2042744,3.547493663,0,1000000,1000000,1000000,http://declarations.com.ua/declaration/chesno_517,,,Мошенський,Валерій,Захарович
8479,chesno_181,Смітюх Григорій Євдокимович,Смітюх,Григорій,Євдокимович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"2,530,397.00",532360,204191,157224,0,0,0,0,0,0,34850,0,0,0,4000,0,1889,1291,1491,1982,0,0,1,0,0,0,"Infiniti M35X 3500 см3, 206 кВт",,2010,,парламент,12.39230426,0.2103859592,0,0.6834303864,1.329309188,0,http://declarations.com.ua/declaration/chesno_181,,,Смітюх,Григорій,Євдокимович
2444,vulyk_43_55,Кривенда Владислав Юрійович,Кривенда,Владислав,Юрійович,начальник удсбез умвс україни в миколаївській області,Міністерство внутрішніх справ,Миколаївська область,2014,"2,579,116.00",18000,104116,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,1500,1,1,0,0,Toyota Camry;;,Volkswagen Cross Touran;;,2013;;,2007;;,міністерство,24.77156249,0.006979135487,1000000,0,0,1,http://declarations.com.ua/declaration/vulyk_43_55,,,Кривенда,Владислав,Юрійович
353,chesno_2003,Кулініч Олег Іванович,Кулініч,Олег,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"2,601,658.00",10730,225713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.8,0,0,0,1,0,1,0,"Volkswagen Touareg 2967 куб.см, 165 кВт, 479.5 см",,2006,,парламент,11.52639857,0.004124293047,0,0,0,0,http://declarations.com.ua/declaration/chesno_2003,,,Кулініч,Олег,Іванович
8392,chesno_228,Кривецький Ігор Ігорович,Кривецький,Ігор,Ігорович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"2,603,139.00",941015,11204,0,0,0,0,0,0,0,0,0,0,0,1772500,41400,0,459,945.8,0,0,0,1,0,0,0,"Bentley Continental GT 5998 куб. см, 411 кВт, 480,7 см",,2006,,парламент,232.3401464,0.3614924136,0,1000000,0,0,http://declarations.com.ua/declaration/chesno_228,,,Кривецький,Ігор,Ігорович
5928,chesno_2446,Третьяков Олександр Юрійович,Третьяков,Олександр,Юрійович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,649,091.00",2178330,9526,36000,0,0,0,0,2639563,2142330,0,0,0,0,35466273,0,0,0,0,586.1,0,0,1,2,0,0,Maserati Cambiocorsa 4244 куб.см,Porsche Cayenne 4806 куб.см;Porsche 997 3824 куб.см,2006,2009;2007,парламент,278.0905942,0.8222933829,0,0,1000000,2,http://declarations.com.ua/declaration/chesno_2446,,,Третьяков,Олександр,Юрійович
4316,vulyk_4_1_31,Макеєва Олена Леонідівна,Макеєва,Олена,Леонідівна,заступник міністра фінансів україни,Міністерство фінансів,Загальнодержавний регіон,2014,"2,653,568.00",138983,174845,128221,697,0,608,0,0,0,0,10762,0,0,0,0,94,0,0,0,0,0,1,0,0,0,Honda CR-V;,;;;;,2011;,;;;;,міністерство,15.17668792,0.0523758954,0,0,0,0,http://declarations.com.ua/declaration/vulyk_4_1_31,,,Макеєва,Олена,Леонідівна
11278,chesno_2351,Литвин Володимир Михайлович,Литвин,Володимир,Михайлович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,654,158.29",1414280,184319.26,239234,244683.05,0,645000,0,458155.98,1083902,0,0,0,0,20651321,0,259.8,0,0,0,0,0,2,0,0,0,Toyota Land Cruiser 200 4608 куб. см;ГАЗ 21 2445 куб. см,,2013;1962,,парламент,14.39978812,0.532854429,0,0,0,0,http://declarations.com.ua/declaration/chesno_2351,,,Литвин,Володимир,Михайлович
6983,vulyk_4_2_19,Герус Андрій Михайлович,Герус,Андрій,Михайлович,"член національної комісії, що здійснює державне регулювання у сфері енергетики та комунальних послуг","Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг / Національна комісія, що здійснює державне регулювання у сфері енергетики / Національна комісія, що здійснює державне регулювання у сфері комунальних послуг",Загальнодержавний регіон,2014,"2,664,434.00",443859,55454,385112,0,0,0,0,428900,43267,0,15480,0,0,295000,12.5,50.4,0,0,0,0,874,0,1,0,0,;;;;,Subaru Outback;;;;,;;;;,2010;;;;,держкомісія,48.04764309,0.1665865996,1000000,0,0,1000000,http://declarations.com.ua/declaration/vulyk_4_2_19,,,Герус,Андрій,Михайлович
8636,chesno_2611,Рибалка Сергій Вікторович,Рибалка,Сергій,Вікторович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,699,756.00",115732,14320,115732,0,0,2685436,0,0,0,0,0,0,0,215235,0,0,288.4,0,68.4,0,0,0,2,0,0,,Volkswagen Tiguan 19689 куб.см;Mazda 3 1598 куб.см,,2010;2007,парламент,188.5304469,0.04286757766,0,1000000,1000000,1000000,http://declarations.com.ua/declaration/chesno_2611,,,Рибалка,Сергій,Вікторович
5308,vulyk_1_111,Коструба Галина Іванівна,Коструба,Галина,Іванівна,суддя апеляційного суду тернопільської області,Загальний апеляційний суд,Тернопільська область,2013,"2,700,306.08",0,2700306.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;;,;;;,;;;,;;;,суд,1,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_1_111,,,Коструба,Галина,Іванівна
11032,chesno_382,Вознюк Юрій Володимирович,Вознюк,Юрій,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"2,722,485.50",18260,114500,0,0,0,0,0,15025,1700,0,0,0,0,11700,0,100,0,0,0,0,0,1,1,0,0,"Toyota Venza 2700 см3, 192 к.с., 480 см","Skoda Fabia 1600 см3, 399 см",2010,2008,парламент,23.77716594,0.006707106429,0,0,0,1,http://declarations.com.ua/declaration/chesno_382,,,Вознюк,Юрій,Володимирович
9126,7920,Качур Роман Павлович,Качур,Роман,Павлович,Заступник Міністра Економічного розвитку і торгівлі України - керівник апарату,Міністерство економічного розвитку і торгівлі / Міністерство економіки,Загальнодержавний регіон,2013,"2,756,380.00",78996,136623,13023,0,0,0,0,2599683,0,19989,65973,85,0,0,180000,142.5,57,0,0,0,0,1,1,0,0,"Volkswagen,Multivan;;","Mazda,6;;",2012;;,2008;;,міністерство,20.17508033,0.02865932854,0,0.4,0,1,http://declarations.com.ua/declaration/7920,,,Качур,Роман,Павлович
2868,chesno_980,Арбузов Сергій Геннадійович,Арбузов,Сергій,Геннадійович,Перший віце-прем'єр-Міністр України,Кабінет міністрів,Загальнодержавний регіон,2012,"2,765,032.00",13393004,1766337,271370,0,0,0,0,340558,13083933,0,0,1954,0,45108042,0,191.2,321.5,179.7,172.5,0,0,3,2,0,0,BMW  Z8 4941 см3;Mercedes-Benz  S600 5513 cм3;Mercedes-Benz  G500 5461 см3,Infiniti EX35 3498 см3;Land Rover Range Rover 4992 см3,2003;2012;2008,2008;2011,кабмін,1.565404563,4.843706691,0,1.681485356,0.959933222,0.6666666667,http://declarations.com.ua/declaration/chesno_980,,,Арбузов,Сергій,Геннадійович
3136,chesno_2587,Люшняк Микола Володимирович,Люшняк,Микола,Володимирович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"2,775,735.00",815781,126114,0,0,0,0,0,2500275,0,0,0,0,603388,50000,0,0,0,415,1027.5,0,0,1,0,0,0,Toyota Land Cruiser 4164 куб.см,,2001,,парламент,22.00972929,0.2938972921,0,0,2.475903614,0,http://declarations.com.ua/declaration/chesno_2587,,,Люшняк,Микола,Володимирович
