",""headline"",""url"""
"1,"""
                        23:21
                         Відому правозахисницю засудили в Ірані до 33 років в'язниці та побиття батогом
"                    "",""/rubric-world/2658168-vidomu-pravozahisnicu-zasudili-v-irani-do-33-rokiv-vaznici-ta-pobitta-batogom.html"""
"2,"""
                        22:51
                         Парламент Британії вдруге відхилив угоду про Brexit
"                    "",""/rubric-world/2658166-parlament-britanii-vdruge-vidhiliv-ugodu-pro-brexit.html"""
"3,"""
                        22:23
                         Світ переживає момент історії, коли міжнародне право є важливим, як ніколи – Могерині
"                    "",""/rubric-world/2658162-svit-perezivae-moment-istorii-koli-miznarodne-pravo-e-vazlivim-ak-nikoli-mogerini.html"""
"4,"""
                        22:03
                         Курц назвав утопічними ідеї Макрона про реформування ЄС
"                    "",""/rubric-world/2658159-kurc-nazvav-utopicnimi-idei-makrona-pro-reformuvanna-es.html"""
"5,"""
                        22:01
                         Європа призупинила всі польоти Boeing 737 Max
"                    "",""/rubric-world/2658152-evropa-prizupinila-vsi-poloti-boeing-737-max.html"""
"6,"""
                        22:01
                         Володимир Кличко відновив тренування – ЗМІ
"                    "",""/rubric-sports/2658156-volodimir-klicko-vidnoviv-trenuvanna-zmi.html"""
"7,"""
                        21:38
                         Без угоди про Brexit перехідного періоду не буде - представник ЄС
"                    "",""/rubric-world/2658153-bez-ugodi-pro-brexit-perehidnogo-periodu-ne-bude-predstavnik-es.html"""
"8,"""
                        21:35
                         У Шотландії через лавину загинули двоє альпіністів
"                    "",""/rubric-world/2658149-u-sotlandii-cerez-lavinu-zaginuli-dvoe-alpinistiv.html"""
"9,"""
                        21:27
                         СБУ спростовує звинувачення Гриценка у “зриві” зустрічі з виборцями
"                    "",""/rubric-elections/2658145-sbu-sprostovue-zvinuvacenna-gricenka-u-zrivi-zustrici-z-viborcami.html"""
"10,"""
                        21:22
                         Палата представників США схвалила законопроект про невизнання анексії Криму
"                    "",""/rubric-crimea/2658141-palata-predstavnikiv-ssa-shvalila-zakonoproekt-pro-neviznanna-aneksii-krimu.html"""
"11,"""
                        21:19
                         Розслідування Bihus.Info: Ситник готовий передати необхідні матеріали ДБР
"                    "",""/rubric-society/2658138-rozsliduvanna-bihusinfo-sitnik-gotovij-peredati-neobhidni-materiali-dbr.html"""
"12,"""
                        21:08
                         Із початку бойових дій на Донбасі звільнені або знайдені 3239 осіб - СБУ
"                    "",""/rubric-ato/2658136-iz-pocatku-bojovih-dij-na-donbasi-zvilneni-abo-znajdeni-3239-osib-sbu.html"""
"13,"""
                        21:03
                         КСУ відмовився розглядати скаргу на постанову Ради щодо Томосу
"                    "",""/rubric-society/2658134-ksu-vidmovivsa-rozgladati-skargu-na-postanovu-radi-sodo-tomosu.html"""
"14,"""
                        20:54
                         США суттєво скорочують імміграційні офіси за кордоном
"                    "",""/rubric-world/2658129-ssa-suttevo-skorocuut-immigracijni-ofisi-za-kordonom.html"""
"15,"""
                        20:50
                         Українця Гнатовського втретє обрали головою Комітету РЄ проти катувань
"                    "",""/rubric-world/2658122-ukrainca-gnatovskogo-vtrete-obrali-golovou-komitetu-re-proti-katuvan.html"""
